id,dep,jour,jour_fr,indic_hosp,indic_rea,indic_rad,indic_dc
412020-12-250,41,2020-12-25,25 dec 2020,0,1,2,2
422020-12-250,42,2020-12-25,25 dec 2020,12,1,16,4
432020-12-250,43,2020-12-25,25 dec 2020,1,0,3,0
442020-12-250,44,2020-12-25,25 dec 2020,2,0,0,1
452020-12-250,45,2020-12-25,25 dec 2020,4,0,2,0
462020-12-250,46,2020-12-25,25 dec 2020,2,0,2,0
472020-12-250,47,2020-12-25,25 dec 2020,0,0,2,1
482020-12-250,48,2020-12-25,25 dec 2020,5,0,0,1
492020-12-250,49,2020-12-25,25 dec 2020,7,0,7,3
502020-12-250,50,2020-12-25,25 dec 2020,0,0,0,0
512020-12-250,51,2020-12-25,25 dec 2020,11,0,5,3
522020-12-250,52,2020-12-25,25 dec 2020,5,2,7,1
532020-12-250,53,2020-12-25,25 dec 2020,2,0,2,1
542020-12-250,54,2020-12-25,25 dec 2020,3,1,5,3
552020-12-250,55,2020-12-25,25 dec 2020,3,0,3,1
562020-12-250,56,2020-12-25,25 dec 2020,1,0,0,0
572020-12-250,57,2020-12-25,25 dec 2020,21,7,14,4
582020-12-250,58,2020-12-25,25 dec 2020,2,2,1,0
592020-12-250,59,2020-12-25,25 dec 2020,23,3,38,6
602020-12-250,60,2020-12-25,25 dec 2020,11,3,15,3
612020-12-250,61,2020-12-25,25 dec 2020,7,0,4,1
622020-12-250,62,2020-12-25,25 dec 2020,13,5,16,4
632020-12-250,63,2020-12-25,25 dec 2020,14,5,7,1
642020-12-250,64,2020-12-25,25 dec 2020,8,0,10,2
652020-12-250,65,2020-12-25,25 dec 2020,2,0,10,1
662020-12-250,66,2020-12-25,25 dec 2020,1,0,1,0
672020-12-250,67,2020-12-25,25 dec 2020,11,3,12,2
682020-12-250,68,2020-12-25,25 dec 2020,13,3,19,5
692020-12-250,69,2020-12-25,25 dec 2020,28,9,30,8
702020-12-250,70,2020-12-25,25 dec 2020,1,0,3,0
712020-12-250,71,2020-12-25,25 dec 2020,16,2,7,2
722020-12-250,72,2020-12-25,25 dec 2020,7,0,6,6
732020-12-250,73,2020-12-25,25 dec 2020,10,0,13,1
742020-12-250,74,2020-12-25,25 dec 2020,11,1,8,0
752020-12-250,75,2020-12-25,25 dec 2020,21,7,27,1
762020-12-250,76,2020-12-25,25 dec 2020,6,2,8,6
772020-12-250,77,2020-12-25,25 dec 2020,13,4,19,0
782020-12-250,78,2020-12-25,25 dec 2020,19,1,3,2
792020-12-250,79,2020-12-25,25 dec 2020,3,0,1,0
802020-12-250,80,2020-12-25,25 dec 2020,7,0,0,2
812020-12-250,81,2020-12-25,25 dec 2020,6,0,4,0
822020-12-250,82,2020-12-25,25 dec 2020,0,0,6,0
832020-12-250,83,2020-12-25,25 dec 2020,13,2,11,0
842020-12-250,84,2020-12-25,25 dec 2020,10,0,6,0
852020-12-250,85,2020-12-25,25 dec 2020,3,0,5,1
862020-12-250,86,2020-12-25,25 dec 2020,1,0,3,0
872020-12-250,87,2020-12-25,25 dec 2020,5,1,2,1
882020-12-250,88,2020-12-25,25 dec 2020,3,1,13,4
892020-12-250,89,2020-12-25,25 dec 2020,16,0,10,3
902020-12-250,90,2020-12-25,25 dec 2020,7,0,10,5
912020-12-250,91,2020-12-25,25 dec 2020,6,3,6,0
922020-12-250,92,2020-12-25,25 dec 2020,14,1,19,2
932020-12-250,93,2020-12-25,25 dec 2020,7,0,7,2
942020-12-250,94,2020-12-25,25 dec 2020,32,9,36,7
952020-12-250,95,2020-12-25,25 dec 2020,34,6,23,5
9712020-12-250,971,2020-12-25,25 dec 2020,1,0,0,0
9722020-12-250,972,2020-12-25,25 dec 2020,0,0,3,0
9732020-12-250,973,2020-12-25,25 dec 2020,3,0,1,0
9742020-12-250,974,2020-12-25,25 dec 2020,0,0,0,0
9762020-12-250,976,2020-12-25,25 dec 2020,2,0,0,1
012020-12-260,1,2020-12-26,26 dec 2020,2,0,0,0
022020-12-260,2,2020-12-26,26 dec 2020,5,0,0,2
032020-12-260,3,2020-12-26,26 dec 2020,6,0,4,3
042020-12-260,4,2020-12-26,26 dec 2020,4,0,0,0
052020-12-260,5,2020-12-26,26 dec 2020,0,0,4,2
062020-12-260,6,2020-12-26,26 dec 2020,11,3,4,3
072020-12-260,7,2020-12-26,26 dec 2020,5,0,1,1
082020-12-260,8,2020-12-26,26 dec 2020,0,0,2,0
092020-12-260,9,2020-12-26,26 dec 2020,0,0,0,0
102020-12-260,10,2020-12-26,26 dec 2020,7,0,6,0
112020-12-260,11,2020-12-26,26 dec 2020,4,1,1,0
122020-12-260,12,2020-12-26,26 dec 2020,0,0,0,0
132020-12-260,13,2020-12-26,26 dec 2020,25,6,6,3
142020-12-260,14,2020-12-26,26 dec 2020,5,0,0,1
152020-12-260,15,2020-12-26,26 dec 2020,0,0,0,0
162020-12-260,16,2020-12-26,26 dec 2020,0,0,0,0
172020-12-260,17,2020-12-26,26 dec 2020,1,0,0,0
182020-12-260,18,2020-12-26,26 dec 2020,3,1,1,0
192020-12-260,19,2020-12-26,26 dec 2020,0,0,2,0
212020-12-260,21,2020-12-26,26 dec 2020,11,7,17,5
222020-12-260,22,2020-12-26,26 dec 2020,0,0,0,0
232020-12-260,23,2020-12-26,26 dec 2020,0,0,0,0
242020-12-260,24,2020-12-26,26 dec 2020,0,0,2,1
252020-12-260,25,2020-12-26,26 dec 2020,15,4,1,2
262020-12-260,26,2020-12-26,26 dec 2020,9,1,8,2
272020-12-260,27,2020-12-26,26 dec 2020,0,0,0,0
282020-12-260,28,2020-12-26,26 dec 2020,5,0,1,1
292020-12-260,29,2020-12-26,26 dec 2020,1,1,0,1
2A2020-12-260,2A,2020-12-26,26 dec 2020,0,0,0,0
2B2020-12-260,2B,2020-12-26,26 dec 2020,0,0,0,0
302020-12-260,30,2020-12-26,26 dec 2020,3,0,3,3
312020-12-260,31,2020-12-26,26 dec 2020,1,1,2,2
322020-12-260,32,2020-12-26,26 dec 2020,1,0,2,0
332020-12-260,33,2020-12-26,26 dec 2020,9,0,5,0
342020-12-260,34,2020-12-26,26 dec 2020,2,1,4,0
352020-12-260,35,2020-12-26,26 dec 2020,4,1,0,4
362020-12-260,36,2020-12-26,26 dec 2020,1,0,0,0
372020-12-260,37,2020-12-26,26 dec 2020,0,0,0,0
382020-12-260,38,2020-12-26,26 dec 2020,6,1,3,4
392020-12-260,39,2020-12-26,26 dec 2020,4,0,3,3
402020-12-260,40,2020-12-26,26 dec 2020,1,0,1,1
412020-12-260,41,2020-12-26,26 dec 2020,4,1,1,1
422020-12-260,42,2020-12-26,26 dec 2020,2,0,3,0
432020-12-260,43,2020-12-26,26 dec 2020,1,0,1,1
442020-12-260,44,2020-12-26,26 dec 2020,8,1,7,5
452020-12-260,45,2020-12-26,26 dec 2020,1,0,5,4
462020-12-260,46,2020-12-26,26 dec 2020,0,0,0,0
472020-12-260,47,2020-12-26,26 dec 2020,3,1,5,3
482020-12-260,48,2020-12-26,26 dec 2020,2,0,0,2
492020-12-260,49,2020-12-26,26 dec 2020,8,2,2,5
502020-12-260,50,2020-12-26,26 dec 2020,0,0,1,0
512020-12-260,51,2020-12-26,26 dec 2020,22,5,7,2
522020-12-260,52,2020-12-26,26 dec 2020,0,0,1,1
532020-12-260,53,2020-12-26,26 dec 2020,3,0,0,0
542020-12-260,54,2020-12-26,26 dec 2020,18,2,21,5
552020-12-260,55,2020-12-26,26 dec 2020,7,2,1,2
562020-12-260,56,2020-12-26,26 dec 2020,4,0,0,1
572020-12-260,57,2020-12-26,26 dec 2020,6,4,8,3
582020-12-260,58,2020-12-26,26 dec 2020,3,1,2,1
592020-12-260,59,2020-12-26,26 dec 2020,8,4,5,5
602020-12-260,60,2020-12-26,26 dec 2020,2,0,0,2
612020-12-260,61,2020-12-26,26 dec 2020,0,0,0,1
622020-12-260,62,2020-12-26,26 dec 2020,5,2,6,0
632020-12-260,63,2020-12-26,26 dec 2020,8,2,4,0
642020-12-260,64,2020-12-26,26 dec 2020,11,1,4,5
652020-12-260,65,2020-12-26,26 dec 2020,2,0,8,3
662020-12-260,66,2020-12-26,26 dec 2020,1,0,0,0
672020-12-260,67,2020-12-26,26 dec 2020,6,3,5,2
682020-12-260,68,2020-12-26,26 dec 2020,21,5,8,3
692020-12-260,69,2020-12-26,26 dec 2020,34,8,8,8
702020-12-260,70,2020-12-26,26 dec 2020,3,1,7,0
712020-12-260,71,2020-12-26,26 dec 2020,14,2,1,0
722020-12-260,72,2020-12-26,26 dec 2020,3,1,1,0
732020-12-260,73,2020-12-26,26 dec 2020,4,0,3,0
742020-12-260,74,2020-12-26,26 dec 2020,3,2,5,0
752020-12-260,75,2020-12-26,26 dec 2020,11,4,11,5
762020-12-260,76,2020-12-26,26 dec 2020,10,0,7,2
772020-12-260,77,2020-12-26,26 dec 2020,8,2,9,3
782020-12-260,78,2020-12-26,26 dec 2020,7,1,4,0
792020-12-260,79,2020-12-26,26 dec 2020,3,0,4,2
802020-12-260,80,2020-12-26,26 dec 2020,0,0,0,0
812020-12-260,81,2020-12-26,26 dec 2020,3,1,2,3
822020-12-260,82,2020-12-26,26 dec 2020,0,0,0,0
832020-12-260,83,2020-12-26,26 dec 2020,4,0,2,1
842020-12-260,84,2020-12-26,26 dec 2020,5,0,0,2
852020-12-260,85,2020-12-26,26 dec 2020,2,1,0,0
862020-12-260,86,2020-12-26,26 dec 2020,3,3,0,0
872020-12-260,87,2020-12-26,26 dec 2020,0,0,0,0
882020-12-260,88,2020-12-26,26 dec 2020,11,2,7,5
892020-12-260,89,2020-12-26,26 dec 2020,8,1,4,2
902020-12-260,90,2020-12-26,26 dec 2020,3,1,3,2
912020-12-260,91,2020-12-26,26 dec 2020,31,0,10,3
922020-12-260,92,2020-12-26,26 dec 2020,6,1,1,3
932020-12-260,93,2020-12-26,26 dec 2020,6,1,1,1
942020-12-260,94,2020-12-26,26 dec 2020,12,3,9,0
952020-12-260,95,2020-12-26,26 dec 2020,3,1,0,3
9712020-12-260,971,2020-12-26,26 dec 2020,0,0,0,0
9722020-12-260,972,2020-12-26,26 dec 2020,0,0,0,0
9732020-12-260,973,2020-12-26,26 dec 2020,5,0,0,0
9742020-12-260,974,2020-12-26,26 dec 2020,2,1,2,0
9762020-12-260,976,2020-12-26,26 dec 2020,2,0,0,0
012020-12-270,1,2020-12-27,27 dec 2020,1,0,0,0
022020-12-270,2,2020-12-27,27 dec 2020,15,0,4,9
032020-12-270,3,2020-12-27,27 dec 2020,10,1,2,4
042020-12-270,4,2020-12-27,27 dec 2020,2,0,6,1
052020-12-270,5,2020-12-27,27 dec 2020,0,1,0,1
062020-12-270,6,2020-12-27,27 dec 2020,16,0,10,2
072020-12-270,7,2020-12-27,27 dec 2020,5,1,2,4
082020-12-270,8,2020-12-27,27 dec 2020,16,2,7,3
092020-12-270,9,2020-12-27,27 dec 2020,0,0,0,0
102020-12-270,10,2020-12-27,27 dec 2020,1,0,4,2
112020-12-270,11,2020-12-27,27 dec 2020,2,1,0,1
122020-12-270,12,2020-12-27,27 dec 2020,0,0,0,0
132020-12-270,13,2020-12-27,27 dec 2020,34,13,14,7
142020-12-270,14,2020-12-27,27 dec 2020,3,0,0,0
152020-12-270,15,2020-12-27,27 dec 2020,3,0,2,1
162020-12-270,16,2020-12-27,27 dec 2020,0,0,0,0
172020-12-270,17,2020-12-27,27 dec 2020,2,0,0,1
182020-12-270,18,2020-12-27,27 dec 2020,4,0,3,1
192020-12-270,19,2020-12-27,27 dec 2020,2,1,0,0
212020-12-270,21,2020-12-27,27 dec 2020,9,4,4,1
222020-12-270,22,2020-12-27,27 dec 2020,0,0,0,0
232020-12-270,23,2020-12-27,27 dec 2020,0,0,0,0
242020-12-270,24,2020-12-27,27 dec 2020,0,0,0,0
252020-12-270,25,2020-12-27,27 dec 2020,1,1,3,1
262020-12-270,26,2020-12-27,27 dec 2020,7,1,4,2
272020-12-270,27,2020-12-27,27 dec 2020,6,5,1,1
282020-12-270,28,2020-12-27,27 dec 2020,4,0,1,0
292020-12-270,29,2020-12-27,27 dec 2020,2,0,3,0
2A2020-12-270,2A,2020-12-27,27 dec 2020,0,0,0,0
2B2020-12-270,2B,2020-12-27,27 dec 2020,1,0,0,0
302020-12-270,30,2020-12-27,27 dec 2020,2,0,0,1
312020-12-270,31,2020-12-27,27 dec 2020,0,0,0,0
322020-12-270,32,2020-12-27,27 dec 2020,0,0,0,0
332020-12-270,33,2020-12-27,27 dec 2020,6,3,4,4
342020-12-270,34,2020-12-27,27 dec 2020,1,0,1,3
352020-12-270,35,2020-12-27,27 dec 2020,3,0,2,4
362020-12-270,36,2020-12-27,27 dec 2020,8,1,5,2
372020-12-270,37,2020-12-27,27 dec 2020,0,0,2,0
382020-12-270,38,2020-12-27,27 dec 2020,5,1,3,0
392020-12-270,39,2020-12-27,27 dec 2020,8,0,3,6
402020-12-270,40,2020-12-27,27 dec 2020,4,1,0,0
412020-12-270,41,2020-12-27,27 dec 2020,3,0,1,0
422020-12-270,42,2020-12-27,27 dec 2020,9,2,3,6
432020-12-270,43,2020-12-27,27 dec 2020,8,0,2,1
442020-12-270,44,2020-12-27,27 dec 2020,6,3,0,0
452020-12-270,45,2020-12-27,27 dec 2020,1,0,1,0
462020-12-270,46,2020-12-27,27 dec 2020,0,0,0,0
472020-12-270,47,2020-12-27,27 dec 2020,4,0,5,1
482020-12-270,48,2020-12-27,27 dec 2020,2,0,0,2
492020-12-270,49,2020-12-27,27 dec 2020,9,2,1,2
502020-12-270,50,2020-12-27,27 dec 2020,1,1,0,0
512020-12-270,51,2020-12-27,27 dec 2020,13,1,3,3
522020-12-270,52,2020-12-27,27 dec 2020,4,2,2,1
532020-12-270,53,2020-12-27,27 dec 2020,0,0,0,0
542020-12-270,54,2020-12-27,27 dec 2020,26,3,6,3
552020-12-270,55,2020-12-27,27 dec 2020,1,0,1,2
562020-12-270,56,2020-12-27,27 dec 2020,2,1,0,0
572020-12-270,57,2020-12-27,27 dec 2020,9,2,3,2
582020-12-270,58,2020-12-27,27 dec 2020,5,0,0,3
592020-12-270,59,2020-12-27,27 dec 2020,19,1,8,4
602020-12-270,60,2020-12-27,27 dec 2020,6,0,0,2
612020-12-270,61,2020-12-27,27 dec 2020,6,1,4,1
622020-12-270,62,2020-12-27,27 dec 2020,8,0,2,3
632020-12-270,63,2020-12-27,27 dec 2020,4,2,0,0
642020-12-270,64,2020-12-27,27 dec 2020,6,0,1,0
652020-12-270,65,2020-12-27,27 dec 2020,4,0,2,0
662020-12-270,66,2020-12-27,27 dec 2020,2,1,1,0
672020-12-270,67,2020-12-27,27 dec 2020,7,3,1,2
682020-12-270,68,2020-12-27,27 dec 2020,11,2,9,4
692020-12-270,69,2020-12-27,27 dec 2020,22,7,9,4
702020-12-270,70,2020-12-27,27 dec 2020,1,0,3,1
712020-12-270,71,2020-12-27,27 dec 2020,15,0,8,4
722020-12-270,72,2020-12-27,27 dec 2020,6,1,2,4
732020-12-270,73,2020-12-27,27 dec 2020,2,1,4,0
742020-12-270,74,2020-12-27,27 dec 2020,24,8,8,2
752020-12-270,75,2020-12-27,27 dec 2020,14,7,6,7
762020-12-270,76,2020-12-27,27 dec 2020,14,1,2,4
772020-12-270,77,2020-12-27,27 dec 2020,3,2,2,2
782020-12-270,78,2020-12-27,27 dec 2020,6,0,3,1
792020-12-270,79,2020-12-27,27 dec 2020,9,0,6,2
802020-12-270,80,2020-12-27,27 dec 2020,13,1,1,3
812020-12-270,81,2020-12-27,27 dec 2020,7,1,0,3
822020-12-270,82,2020-12-27,27 dec 2020,1,0,0,0
832020-12-270,83,2020-12-27,27 dec 2020,11,0,5,7
842020-12-270,84,2020-12-27,27 dec 2020,5,1,2,0
852020-12-270,85,2020-12-27,27 dec 2020,1,0,2,0
862020-12-270,86,2020-12-27,27 dec 2020,2,2,1,2
872020-12-270,87,2020-12-27,27 dec 2020,0,0,0,2
882020-12-270,88,2020-12-27,27 dec 2020,1,0,3,4
892020-12-270,89,2020-12-27,27 dec 2020,3,0,0,0
902020-12-270,90,2020-12-27,27 dec 2020,4,0,4,3
912020-12-270,91,2020-12-27,27 dec 2020,9,2,0,3
922020-12-270,92,2020-12-27,27 dec 2020,19,4,10,4
932020-12-270,93,2020-12-27,27 dec 2020,20,1,0,0
942020-12-270,94,2020-12-27,27 dec 2020,6,2,4,1
952020-12-270,95,2020-12-27,27 dec 2020,7,1,7,8
9712020-12-270,971,2020-12-27,27 dec 2020,0,0,0,0
9722020-12-270,972,2020-12-27,27 dec 2020,0,0,0,0
9732020-12-270,973,2020-12-27,27 dec 2020,3,1,0,0
9742020-12-270,974,2020-12-27,27 dec 2020,2,0,1,0
9762020-12-270,976,2020-12-27,27 dec 2020,0,0,0,0
012020-12-280,1,2020-12-28,28 dec 2020,10,0,13,6
022020-12-280,2,2020-12-28,28 dec 2020,8,2,0,2
032020-12-280,3,2020-12-28,28 dec 2020,5,0,6,4
042020-12-280,4,2020-12-28,28 dec 2020,6,0,0,0
052020-12-280,5,2020-12-28,28 dec 2020,10,0,2,0
062020-12-280,6,2020-12-28,28 dec 2020,39,11,17,5
072020-12-280,7,2020-12-28,28 dec 2020,15,1,2,0
082020-12-280,8,2020-12-28,28 dec 2020,11,1,10,6
092020-12-280,9,2020-12-28,28 dec 2020,3,1,1,2
102020-12-280,10,2020-12-28,28 dec 2020,8,1,11,1
112020-12-280,11,2020-12-28,28 dec 2020,4,0,1,4
122020-12-280,12,2020-12-28,28 dec 2020,1,0,0,2
132020-12-280,13,2020-12-28,28 dec 2020,47,19,28,12
142020-12-280,14,2020-12-28,28 dec 2020,9,5,11,2
152020-12-280,15,2020-12-28,28 dec 2020,10,1,2,0
162020-12-280,16,2020-12-28,28 dec 2020,2,0,4,2
172020-12-280,17,2020-12-28,28 dec 2020,3,0,3,0
182020-12-280,18,2020-12-28,28 dec 2020,4,2,6,5
192020-12-280,19,2020-12-28,28 dec 2020,4,0,0,0
212020-12-280,21,2020-12-28,28 dec 2020,10,1,6,1
222020-12-280,22,2020-12-28,28 dec 2020,3,1,4,1
232020-12-280,23,2020-12-28,28 dec 2020,2,2,2,0
242020-12-280,24,2020-12-28,28 dec 2020,1,0,2,1
252020-12-280,25,2020-12-28,28 dec 2020,11,6,4,1
262020-12-280,26,2020-12-28,28 dec 2020,9,1,14,1
272020-12-280,27,2020-12-28,28 dec 2020,3,1,0,2
282020-12-280,28,2020-12-28,28 dec 2020,5,2,6,3
292020-12-280,29,2020-12-28,28 dec 2020,3,1,0,1
2A2020-12-280,2A,2020-12-28,28 dec 2020,1,0,1,0
2B2020-12-280,2B,2020-12-28,28 dec 2020,0,0,0,0
302020-12-280,30,2020-12-28,28 dec 2020,3,0,9,0
312020-12-280,31,2020-12-28,28 dec 2020,18,4,7,3
322020-12-280,32,2020-12-28,28 dec 2020,1,0,0,0
332020-12-280,33,2020-12-28,28 dec 2020,31,6,19,7
342020-12-280,34,2020-12-28,28 dec 2020,16,0,4,4
352020-12-280,35,2020-12-28,28 dec 2020,9,2,10,3
362020-12-280,36,2020-12-28,28 dec 2020,5,1,5,0
372020-12-280,37,2020-12-28,28 dec 2020,18,0,5,3
382020-12-280,38,2020-12-28,28 dec 2020,41,16,37,16
392020-12-280,39,2020-12-28,28 dec 2020,24,1,18,9
402020-12-280,40,2020-12-28,28 dec 2020,8,2,7,4
412020-12-280,41,2020-12-28,28 dec 2020,2,0,2,0
422020-12-280,42,2020-12-28,28 dec 2020,21,3,21,2
432020-12-280,43,2020-12-28,28 dec 2020,2,1,5,2
442020-12-280,44,2020-12-28,28 dec 2020,4,3,2,2
452020-12-280,45,2020-12-28,28 dec 2020,14,8,8,0
462020-12-280,46,2020-12-28,28 dec 2020,0,0,0,0
472020-12-280,47,2020-12-28,28 dec 2020,0,2,3,0
482020-12-280,48,2020-12-28,28 dec 2020,2,0,0,1
492020-12-280,49,2020-12-28,28 dec 2020,14,2,2,2
502020-12-280,50,2020-12-28,28 dec 2020,4,0,3,1
512020-12-280,51,2020-12-28,28 dec 2020,3,0,8,2
522020-12-280,52,2020-12-28,28 dec 2020,6,1,5,2
532020-12-280,53,2020-12-28,28 dec 2020,8,2,4,3
542020-12-280,54,2020-12-28,28 dec 2020,11,4,6,2
552020-12-280,55,2020-12-28,28 dec 2020,19,0,4,10
562020-12-280,56,2020-12-28,28 dec 2020,0,0,0,1
572020-12-280,57,2020-12-28,28 dec 2020,33,7,13,25
582020-12-280,58,2020-12-28,28 dec 2020,7,0,2,1
592020-12-280,59,2020-12-28,28 dec 2020,46,15,61,16
602020-12-280,60,2020-12-28,28 dec 2020,25,3,14,7
612020-12-280,61,2020-12-28,28 dec 2020,7,0,10,8
622020-12-280,62,2020-12-28,28 dec 2020,12,2,12,4
632020-12-280,63,2020-12-28,28 dec 2020,17,1,1,3
642020-12-280,64,2020-12-28,28 dec 2020,4,2,1,3
652020-12-280,65,2020-12-28,28 dec 2020,2,0,3,0
662020-12-280,66,2020-12-28,28 dec 2020,3,2,0,1
672020-12-280,67,2020-12-28,28 dec 2020,14,2,11,1
682020-12-280,68,2020-12-28,28 dec 2020,29,3,7,9
692020-12-280,69,2020-12-28,28 dec 2020,66,9,41,19
702020-12-280,70,2020-12-28,28 dec 2020,7,3,4,3
712020-12-280,71,2020-12-28,28 dec 2020,11,2,6,4
722020-12-280,72,2020-12-28,28 dec 2020,29,0,0,6
732020-12-280,73,2020-12-28,28 dec 2020,7,0,0,3
742020-12-280,74,2020-12-28,28 dec 2020,16,5,28,3
752020-12-280,75,2020-12-28,28 dec 2020,28,11,17,4
762020-12-280,76,2020-12-28,28 dec 2020,42,4,16,5
772020-12-280,77,2020-12-28,28 dec 2020,12,4,7,5
782020-12-280,78,2020-12-28,28 dec 2020,20,2,30,8
792020-12-280,79,2020-12-28,28 dec 2020,4,0,0,3
802020-12-280,80,2020-12-28,28 dec 2020,11,2,25,6
812020-12-280,81,2020-12-28,28 dec 2020,5,4,3,3
822020-12-280,82,2020-12-28,28 dec 2020,2,0,3,2
832020-12-280,83,2020-12-28,28 dec 2020,24,2,13,2
842020-12-280,84,2020-12-28,28 dec 2020,22,0,19,13
852020-12-280,85,2020-12-28,28 dec 2020,1,0,1,1
862020-12-280,86,2020-12-28,28 dec 2020,0,0,0,0
872020-12-280,87,2020-12-28,28 dec 2020,1,0,1,3
882020-12-280,88,2020-12-28,28 dec 2020,15,5,12,7
892020-12-280,89,2020-12-28,28 dec 2020,26,0,4,6
902020-12-280,90,2020-12-28,28 dec 2020,12,0,0,4
912020-12-280,91,2020-12-28,28 dec 2020,14,1,8,3
922020-12-280,92,2020-12-28,28 dec 2020,49,12,14,11
932020-12-280,93,2020-12-28,28 dec 2020,32,5,21,8
942020-12-280,94,2020-12-28,28 dec 2020,19,2,34,7
952020-12-280,95,2020-12-28,28 dec 2020,3,0,5,4
9712020-12-280,971,2020-12-28,28 dec 2020,0,0,0,0
9722020-12-280,972,2020-12-28,28 dec 2020,0,0,0,0
9732020-12-280,973,2020-12-28,28 dec 2020,4,0,7,0
9742020-12-280,974,2020-12-28,28 dec 2020,3,1,1,0
9762020-12-280,976,2020-12-28,28 dec 2020,2,1,1,0
012020-12-290,1,2020-12-29,29 dec 2020,4,1,4,2
022020-12-290,2,2020-12-29,29 dec 2020,26,2,25,8
032020-12-290,3,2020-12-29,29 dec 2020,14,1,4,4
042020-12-290,4,2020-12-29,29 dec 2020,11,0,2,1
052020-12-290,5,2020-12-29,29 dec 2020,6,0,5,3
062020-12-290,6,2020-12-29,29 dec 2020,37,10,34,15
072020-12-290,7,2020-12-29,29 dec 2020,13,1,15,4
082020-12-290,8,2020-12-29,29 dec 2020,2,1,5,1
092020-12-290,9,2020-12-29,29 dec 2020,0,0,1,0
102020-12-290,10,2020-12-29,29 dec 2020,8,0,8,4
112020-12-290,11,2020-12-29,29 dec 2020,1,0,1,0
122020-12-290,12,2020-12-29,29 dec 2020,11,0,5,0
132020-12-290,13,2020-12-29,29 dec 2020,81,13,31,16
142020-12-290,14,2020-12-29,29 dec 2020,10,3,6,3
152020-12-290,15,2020-12-29,29 dec 2020,4,1,2,1
162020-12-290,16,2020-12-29,29 dec 2020,3,2,4,2
172020-12-290,17,2020-12-29,29 dec 2020,5,2,4,1
182020-12-290,18,2020-12-29,29 dec 2020,19,0,10,4
192020-12-290,19,2020-12-29,29 dec 2020,2,0,0,0
212020-12-290,21,2020-12-29,29 dec 2020,10,2,16,4
222020-12-290,22,2020-12-29,29 dec 2020,3,0,2,0
232020-12-290,23,2020-12-29,29 dec 2020,0,0,0,0
242020-12-290,24,2020-12-29,29 dec 2020,3,0,0,0
252020-12-290,25,2020-12-29,29 dec 2020,16,1,6,1
262020-12-290,26,2020-12-29,29 dec 2020,18,2,9,4
272020-12-290,27,2020-12-29,29 dec 2020,6,1,2,2
282020-12-290,28,2020-12-29,29 dec 2020,5,1,10,2
292020-12-290,29,2020-12-29,29 dec 2020,3,0,1,2
2A2020-12-290,2A,2020-12-29,29 dec 2020,1,0,2,0
2B2020-12-290,2B,2020-12-29,29 dec 2020,0,0,0,0
302020-12-290,30,2020-12-29,29 dec 2020,12,3,4,0
312020-12-290,31,2020-12-29,29 dec 2020,6,4,13,5
322020-12-290,32,2020-12-29,29 dec 2020,2,1,2,0
332020-12-290,33,2020-12-29,29 dec 2020,10,8,12,1
342020-12-290,34,2020-12-29,29 dec 2020,13,3,20,4
352020-12-290,35,2020-12-29,29 dec 2020,12,0,21,4
362020-12-290,36,2020-12-29,29 dec 2020,6,0,5,6
372020-12-290,37,2020-12-29,29 dec 2020,7,2,6,1
382020-12-290,38,2020-12-29,29 dec 2020,48,11,34,12
392020-12-290,39,2020-12-29,29 dec 2020,31,2,4,13
402020-12-290,40,2020-12-29,29 dec 2020,1,0,3,0
412020-12-290,41,2020-12-29,29 dec 2020,4,0,6,0
422020-12-290,42,2020-12-29,29 dec 2020,35,3,32,8
432020-12-290,43,2020-12-29,29 dec 2020,14,0,7,1
442020-12-290,44,2020-12-29,29 dec 2020,16,5,6,6
452020-12-290,45,2020-12-29,29 dec 2020,11,3,5,2
462020-12-290,46,2020-12-29,29 dec 2020,0,0,0,0
472020-12-290,47,2020-12-29,29 dec 2020,1,0,3,0
482020-12-290,48,2020-12-29,29 dec 2020,4,0,1,0
492020-12-290,49,2020-12-29,29 dec 2020,11,1,15,4
502020-12-290,50,2020-12-29,29 dec 2020,7,0,9,1
512020-12-290,51,2020-12-29,29 dec 2020,46,2,20,13
522020-12-290,52,2020-12-29,29 dec 2020,9,1,9,3
532020-12-290,53,2020-12-29,29 dec 2020,2,0,6,6
542020-12-290,54,2020-12-29,29 dec 2020,44,9,17,6
552020-12-290,55,2020-12-29,29 dec 2020,6,0,22,3
562020-12-290,56,2020-12-29,29 dec 2020,2,0,7,0
572020-12-290,57,2020-12-29,29 dec 2020,31,10,16,8
582020-12-290,58,2020-12-29,29 dec 2020,5,0,2,3
592020-12-290,59,2020-12-29,29 dec 2020,127,15,78,17
602020-12-290,60,2020-12-29,29 dec 2020,11,3,14,4
612020-12-290,61,2020-12-29,29 dec 2020,12,1,21,2
622020-12-290,62,2020-12-29,29 dec 2020,28,4,19,11
632020-12-290,63,2020-12-29,29 dec 2020,17,5,7,3
642020-12-290,64,2020-12-29,29 dec 2020,4,0,10,1
652020-12-290,65,2020-12-29,29 dec 2020,2,0,2,2
662020-12-290,66,2020-12-29,29 dec 2020,1,0,2,0
672020-12-290,67,2020-12-29,29 dec 2020,61,4,30,15
682020-12-290,68,2020-12-29,29 dec 2020,34,4,15,10
692020-12-290,69,2020-12-29,29 dec 2020,42,12,48,12
702020-12-290,70,2020-12-29,29 dec 2020,10,4,6,1
